Price,Min_Price,Brand,Model,Year of Manufacture,Kilometer Driven,Địa điểm,Thời gian đăng
11.500.000 đ,6 triệu,Yamaha,Nouvo,2016,12,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
12.500.000 đ,12 triệu,Honda,Blade,2022,12,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
12.500.000 đ,6 triệu,Yamaha,Sirius,2007,12,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
9.500.000 đ,12 triệu,Yamaha,Sirius,2022,15000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
13.500.000 đ,13 triệu,Honda,Air Blade,2013,15000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
58.000.000 đ,30 triệu,Yamaha,Exciter,2008,1245,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
68.500.000 đ,42 triệu,Yamaha,Exciter,2010,1254,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
62.500.000 đ,42 triệu,Yamaha,Exciter,2010,1254,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
7.700.000 đ,7 triệu,Honda,Wave,2013,35000,"Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
42.800.000 đ,31 triệu,Honda,Air Blade,2022,16000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
6.500.000 đ,6 triệu,Yamaha,Jupiter,2006,60000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 16 ngày trước
9.800.000 đ,7 triệu,Yamaha,Jupiter,2009,15000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",NaN
1.234.561 đ,7 triệu,Hãng khác,Dòng khác,2019,123123,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
22.500.000 đ,16 triệu,Honda,Air Blade,2015,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
18.500.000 đ,12 triệu,Honda,Air Blade,2010,23400,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
18.500.000 đ,12 triệu,Honda,Air Blade,2010,23500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
21.500.000 đ,15 triệu,Honda,Winner,2019,12000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
23.500.000 đ,16 triệu,Yamaha,Exciter,2018,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
12.500.000 đ,12 triệu,Benelli,TNT,2020,17000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
35.500.000 đ,27 triệu,Piaggio,Liberty,2022,18200,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
59.900.000 đ,57 triệu,Honda,SH,2018,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
35.500.000 đ,28 triệu,Piaggio,Sprint,2015,15600,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
29.500.000 đ,25 triệu,Honda,Vision,2021,2975,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
23.500.000 đ,14 triệu,Piaggio,Liberty,2018,13200,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
32.500.000 đ,32 triệu,Honda,Vario,2021,14000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
32.000.000 đ,30 triệu,Honda,Vario,2019,18000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
34.500.000 đ,31 triệu,Piaggio,Primavera,2018,9500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
36.500.000 đ,30 triệu,Honda,Air Blade,2020,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
6.500.000 đ,5 triệu,Yamaha,Mio,2009,45,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 4 ngày trước
22.500.000 đ,17 triệu,Piaggio,Vespa,2014,12300,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
59 đ,4 triệu,Yamaha,Nouvo,2011,60,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 4 ngày trước
19.500.000 đ,17 triệu,Piaggio,Liberty,2017,16800,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
25.500.000 đ,20 triệu,Honda,Air Blade,2016,14000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 10 ngày trước
20.500.000 đ,17 triệu,Piaggio,Vespa,2014,13200,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
22.500.000 đ,17 triệu,Piaggio,Vespa,2014,16500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
12.500.000 đ,17 triệu,Piaggio,Vespa,2014,21500,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
12.500.000 đ,9 triệu,Piaggio,Liberty,2015,19600,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
1.100.000 đ,7 triệu,Honda,Cub,2002,1235,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
38.500.000 đ,30 triệu,Honda,Vario,2019,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
8.200.000 đ,5 triệu,Honda,Win,2015,9999,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
25.500.000 đ,20 triệu,Honda,Air Blade,2017,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 4 ngày trước
28.500.000 đ,22 triệu,Suzuki,Raider,2021,17000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
65.800.000 đ,57 triệu,Honda,SH,2018,23000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
10.200.000 đ,6 triệu,Honda,Wave,2011,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",NaN
105.000.000 đ,100 triệu,Honda,SH,2012,18,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 4 ngày trước
39.000.000 đ,36 triệu,GPX,Rock,2021,11000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 4 ngày trước
15.500.000 đ,14 triệu,Honda,Wave,2022,1,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
20.500.000 đ,18 triệu,Honda,Vision,2018,15487,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
9.500.000 đ,7 triệu,Honda,Wave,2007,3000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
32.700.000 đ,32 triệu,Yamaha,Exciter,2023,12026,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 25 ngày trước
23.800.000 đ,18 triệu,Honda,Vision,2018,18754,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
40.500.000 đ,36 triệu,Honda,Vario,2023,3500,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 17 ngày trước
39.800.000 đ,37 triệu,Honda,Air Blade,2024,9700,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
22.800.000 đ,16 triệu,Yamaha,Grande,2018,16000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
19.800.000 đ,19 triệu,Yamaha,Nvx,2018,15000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
39.500.000 đ,52 triệu,Yamaha,R,2023,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
26.500.000 đ,20 triệu,Honda,Air Blade,2017,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
39.000.000 đ,36 triệu,Honda,Air Blade,2023,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
36.500.000 đ,31 triệu,Honda,Air Blade,2022,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
13.900.000 đ,14 triệu,Honda,Future,2016,123,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 24 ngày trước
40.000.000 đ,51 triệu,Honda,SH,2013,20,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 4 ngày trước
5.800.000 đ,8 triệu,Kymco,Candy Hi,2018,25000,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Đăng 4 ngày trước
4.700.000 đ,9 triệu,Halim,Dòng khác,2022,65000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
35.500.000 đ,14 triệu,Honda,Scoopy,2018,15000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
9.900.000 đ,10 triệu,Honda,Air Blade,2011,17,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
37.500.000 đ,14 triệu,Honda,Scoopy,2018,21,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
32.500.000 đ,27 triệu,Honda,Lead,2021,8000,"Phường Tân Chính, Quận Thanh Khê, Đà Nẵng",Đăng 4 ngày trước
25.800.000 đ,21 triệu,Honda,Vision,2020,12000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 16 ngày trước
34.500.000 đ,32 triệu,Honda,Air Blade,2021,16000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
7.500.000 đ,7 triệu,Honda,Lead,2012,3000,"Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 4 ngày trước
78.500.000 đ,69 triệu,Honda,SH,2021,8000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 16 ngày trước
37.500.000 đ,37 triệu,Honda,SH,2014,20000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 10 ngày trước
43.500.000 đ,36 triệu,Yamaha,Nvx,2022,8000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 10 ngày trước
32.800.000 đ,32 triệu,Honda,Vario,2021,10000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 16 ngày trước
73.500.000 đ,77 triệu,Honda,SH,2024,4000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 7 ngày trước
23.500.000 đ,22 triệu,Honda,Winner X,2022,22000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
4.700.000 đ,6 triệu,Honda,Wave,2010,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
22.800.000 đ,14 triệu,Piaggio,Liberty,2018,16000,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",NaN
31.000.000 đ,27 triệu,Honda,SH Mode,2015,18,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 4 ngày trước
5.700.000 đ,6 triệu,Yamaha,Sirius,2009,23456,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
16.500.000 đ,19 triệu,Honda,Future,2010,500000,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 4 ngày trước
17.000.000 đ,7 triệu,Yamaha,YB125,2022,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 4 ngày trước
55.000.000 đ,52 triệu,Piaggio,Sprint,2020,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
65.000.000 đ,67 triệu,Piaggio,GTS,2020,8,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",NaN
35.000.000 đ,30 triệu,Honda,SH Mode,2016,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 13 ngày trước
79.000.000 đ,52 triệu,Yamaha,R,2023,6627,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
69.800.000 đ,73 triệu,Honda,SH,2022,6000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 6 ngày trước
74.000.000 đ,77 triệu,Honda,SH,2024,5,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 14 ngày trước
28.500.000 đ,24 triệu,Honda,Air Blade,2019,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 18 ngày trước
88.000.000 đ,119 triệu,Honda,SH,2011,18,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 5 ngày trước
22.500.000 đ,16 triệu,Honda,Air Blade,2015,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
77.800.000 đ,80 triệu,Honda,SH,2023,6000,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
36.500.000 đ,31 triệu,Honda,Air Blade,2022,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 18 ngày trước
16.500.000 đ,15 triệu,Yamaha,Exciter,2015,123,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
49.900.000 đ,45 triệu,Honda,SH,2016,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
17.500.000 đ,14 triệu,Yamaha,Exciter,2012,35000,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 5 ngày trước
34.800.000 đ,31 triệu,Piaggio,Sprint,2016,12000,"Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng",NaN
43.500.000 đ,34 triệu,GPX,Legend 150S,2022,10000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
92.000.000 đ,77 triệu,Kawasaki,Ninja,2019,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
9.500.000 đ,6 triệu,Yamaha,Sirius,2010,27000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
18.500 đ,9 triệu,Yamaha,Nozza,2016,18502,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
36.500.000 đ,30 triệu,Honda,Air Blade,2020,998,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
6.100.000 đ,10 triệu,Honda,Dòng khác,2000,19,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
36.500.000 đ,31 triệu,Honda,Air Blade,2022,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
7.500.000 đ,6 triệu,SYM,Shark,2011,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
20.000.000 đ,16 triệu,Honda,Lead,2016,18,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
21.000.000 đ,18 triệu,Honda,Vision,2018,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
21.500.000 đ,16 triệu,Yamaha,Exciter,2017,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
57.000.000 đ,50 triệu,Suzuki,GZ,2019,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
28.500.000 đ,22 triệu,Honda,Air Blade,2018,16000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
13.500.000 đ,9 triệu,Honda,Air Blade,2012,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 14 ngày trước
20.200.000 đ,16 triệu,Honda,Lead,2016,12,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
47.500.000 đ,36 triệu,Honda,Vario,2024,2000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 19 ngày trước
29.500.000 đ,24 triệu,Honda,Winner X,2023,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
27.500.000 đ,22 triệu,Honda,MSX 125,2019,2000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
31.500.000 đ,30 triệu,Honda,Vision,2024,3000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",NaN
34.000.000 đ,27 triệu,Honda,SH Mode,2015,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 25 ngày trước
26.500.000 đ,20 triệu,Honda,Air Blade,2017,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
38.500.000 đ,31 triệu,Honda,Air Blade,2022,9000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
15.500.000 đ,14 triệu,Yamaha,Janus,2019,19,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 17 ngày trước
30.000.000 đ,37 triệu,Honda,SH,2014,39000,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Đăng 5 ngày trước
39.000.000 đ,51 triệu,Honda,SH,2013,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 16 ngày trước
22.500.000 đ,20 triệu,Honda,Air Blade,2017,18000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
29.500.000 đ,22 triệu,Honda,Scoopy,2020,19000,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
23.500.000 đ,17 triệu,Honda,Winner X,2020,18,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
37.800.000 đ,31 triệu,Honda,Air Blade,2022,10,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
36.800.000 đ,35 triệu,Yamaha,Grande,2023,6,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
19.500.000 đ,24 triệu,Honda,Air Blade,2019,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
5.200.000 đ,8 triệu,Honda,Dylan,2003,39000,"Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",NaN
27.500.000 đ,14 triệu,Honda,Dream,1997,12345,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
26.000.000 đ,20 triệu,Honda,Vision,2019,18,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
24.500.000 đ,17 triệu,Honda,Winner X,2020,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
31.000.000 đ,23 triệu,Piaggio,Vespa,2015,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",NaN
5.500.000 đ,6 triệu,Piaggio,Vespa,2010,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đăng 5 ngày trước
21.000.000 đ,15 triệu,Honda,Vision,2015,25,"Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",Đăng 20 ngày trước
3.800.000 đ,5 triệu,Hãng khác,Dòng khác,2012,32764,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
25.000.000 đ,16 triệu,Yamaha,Exciter,2018,1000,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
9.000.000 đ,6 triệu,Yamaha,Sirius,2012,30,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
45.000.000 đ,39 triệu,Honda,SH,2015,330000,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
7.900.000 đ,7 triệu,Honda,Wave,2013,25000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
72.500.000 đ,56 triệu,Yamaha,XSR,2022,9000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
57.000.000 đ,57 triệu,Honda,SH,2018,10000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
4.700.000 đ,3 triệu,SYM,Attila,2012,100000,"Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đăng 5 ngày trước
22.000.000 đ,20 triệu,Honda,Sonic,2020,25000,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 8 ngày trước
4.500.000 đ,3 triệu,SYM,Attila,2011,1234,"Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
2.700.000 đ,4 triệu,Yamaha,Nouvo,2011,20000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
3.900.000 đ,8 triệu,Honda,Wave,2015,23654,"Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
3.200.000 đ,3 triệu,Suzuki,Hayate,2011,4231,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
8.700.000 đ,7 triệu,Honda,Wave,2013,1234,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
3.750.000 đ,2 triệu,SYM,Attila,2009,716320,"Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
21.000.000 đ,16 triệu,Honda,Air Blade,2015,6868,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
7.900 đ,7 triệu,Honda,Lead,2011,12345,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
37.500.000 đ,32 triệu,Honda,Vario,2020,14,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng",Đăng 5 ngày trước
8.700.000 đ,7 triệu,Yamaha,Jupiter,2015,1221,"Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
10.500.000 đ,Price not available,Kymco,Like Fi,2022,2,"Phường Hải Châu  I, Quận Hải Châu, Đà Nẵng",NaN
34.500.000 đ,34 triệu,Yamaha,Dòng khác,2021,25000,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đăng 5 ngày trước
36.800.000 đ,36 triệu,Honda,Air Blade,2023,3838,"Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
6.900.000 đ,5 triệu,Yamaha,Jupiter,2010,30,"Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
13.900.000 đ,12 triệu,SYM,Galaxy,2024,123,"Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",NaN
67.000.000 đ,69 triệu,Honda,SH,2021,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
28.500.000 đ,22 triệu,Honda,Air Blade,2018,12000,"Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
13.300.000 đ,11 triệu,Honda,Wave,2019,12426,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
34.800.000 đ,31 triệu,Honda,Air Blade,2022,9200,"Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Đăng 5 ngày trước
23.500.000 đ,18 triệu,Yamaha,FZ,2016,16000,"Phường An Khê, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
20.500.000 đ,16 triệu,Yamaha,Exciter,2017,12496,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
11.900.000 đ,11 triệu,SYM,Galaxy,2022,6000,"Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng",Đăng 5 ngày trước
8.000.000 đ,7 triệu,Piaggio,Liberty,2012,15486,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
24.800.000 đ,22 triệu,Yamaha,Exciter,2020,14000,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 12 ngày trước
17.000.000 đ,13 triệu,Yamaha,Exciter,2013,12422,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",NaN
38.500.000 đ,33 triệu,Honda,Vario,2022,18496,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Đăng 5 ngày trước
